food_id,source,food_item,edible_part_percentage,water_g,kilojoules_kj,kilocalories_kcal,fat_g,sat_fa_g,trans_fa_g,mu_fa_g,pu_fa_g,cholesterol_mg,carbo_g,starch_g,mono_di_g,sugar_g,dietary_fibre,protein_g,salt_g,alcohol_g,retinol_mg,beta_carotene_mg,vitamin_a_are,vitamin_d_mg,vitamin_e_alfa_te,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_b6_mg,folate_mg,vitamin_b12_mg,vitamin_c_mg,calcium_mg,iron_mg,sodium_mg,potassium_mg,magnesium_mg,zinc_mg,selenium_mg,copper_mg,phosphorus_mg,iodine_mg
19-016,UK,Bacon rashers streaky raw,-0.91,57.3,1142,276,23.6,8.2,0.1,4.6,0.5,65,0,0,1.5,0,,15.8,-,0,Tr,Tr,-,0.9,0.07,0.45,0.14,4.7,0.3,3,1,Tr,6,0.5,1260,250,15,1.5,7,0.06,140,7
19-018,UK,Bacon rashers streaky grilled,1,44,1400,337,26.9,9.8,0.1,1.2,0.8,90,0,0,1.5,0,,23.8,-,0,Tr,Tr,-,0.7,0.07,0.7,0.17,6.3,0.4,3,1,Tr,9,0.8,1680,330,20,2.5,11,0.15,180,6
19-020,UK,Ham gammon joint raw,0.92,68.6,575,138,7.5,2.5,Tr,5,4,23,0,0,1.6,0,,17.5,-,0,Tr,Tr,-,0.6,0.06,0.44,0.13,5.3,0.43,4,Tr,Tr,7,0.6,-880,190,17,1.5,11,0.08,130,7
19-011,UK,Bacon rashers back sweetcure grilled,1,52.8,1074,258,17.4,6.6,0.1,0.5,0,63,1.6,0,M,1.6,,23.8,-,0,Tr,Tr,-,0.6,0.07,0.91,0.16,7.1,0.47,3,1,Tr,7,0.8,"-1,790",340,21,2.4,12,0.09,200,7
19-022,UK,Ham gammon rashers grilled,1,58.2,834,199,9.9,3.4,0.06,3.4,0.4,83,0,0,4,0,,27.5,-,0,Tr,Tr,-,0.8,0.08,1.16,0.18,6.4,0.16,3,1,Tr,8,0.8,1930,380,26,2.2,14,0.09,230,8
19-017,UK,Bacon rashers streaky fried,1,45.1,1389,335,26.6,9.1,2.6,0.3,0.3,78,0,0,0.1,0,,23.8,-,0,Tr,Tr,-,0.6,N,0.75,0.14,7.1,0.47,1,1,Tr,7,0.7,"-1,880",350,21,2.1,10,0.07,200,7
19-021,UK,Ham gammon joint boiled,1,61.2,851,204,12.3,4.11,0.03,0.2,0,83,0,0,3.3,0,,23.3,-,0,Tr,Tr,-,0.8,0.08,0.58,0.16,5.4,0.42,3,Tr,Tr,9,0.8,1180,250,18,2.1,12,0.1,170,9
19-002,UK,Bacon rashers back dry-fried,1,49.7,1225,295,22,8.3,0.1,0.6,0.1,65,0,0,3.5,0,,24.2,-,0,Tr,Tr,-,0.6,0.07,0.86,0.14,6.8,0.53,2,1,Tr,6,0.6,1910,360,21,1.9,18,0.06,180,7
50-338,UK,Bacon fat only raw average,1,12.8,3075,747,80.9,31.5,N,34.4,14,198,0,0,1.6,0,,4.8,-,0,Tr,Tr,-,Tr,0.11,N,N,N,N,Tr,Tr,0,3,0.7,560,75,4,0.6,-1,0.06,38,-11
19-019,UK,Bacon loin steaks grilled,1,60.6,799,191,9.7,3.5,0.04,16.9,27.3,69,0,0,2.2,0,,25.9,-,0,Tr,Tr,-,0.7,0.08,1.19,0.13,7.8,0.58,3,1,Tr,6,0.6,1480,370,23,1.9,13,0.07,220,8
19-010,UK,Bacon rashers back smoked grilled,1,50.5,1216,293,22.1,8.3,0.1,M,M,80,0,0,M,0,,23.4,-,0,Tr,Tr,-,0.6,0.07,0.9,0.16,7,0.46,2,1,Tr,7,0.7,"-1,760",330,21,2.2,12,0.06,190,7
19-001,UK,Bacon rashers back raw,0.97,63.9,891,215,16.5,6.2,0.1,0.2,0.6,53,0,0,M,0,,16.5,-,0,Tr,Tr,-,0.3,0.02,0.63,0.11,5.6,0.46,3,Tr,1,5,0.4,1540,300,17,1.2,8,0.06,150,5
19-003,UK,Bacon rashers back grilled,1,50.4,1194,287,21.6,8.1,0.01,0.2,0.6,75,0,0,M,0,,23.2,-,0,Tr,Tr,-,0.6,0.07,1.16,0.15,7.2,0.52,5,1,Tr,7,0.6,1880,340,21,1.7,12,0.05,180,7
19-004,UK,Bacon rashers back grilled crispy,1,37.8,1308,313,18.8,7.1,0.1,0.4,0,68,0,0,M,0,,36,-,0,Tr,Tr,-,1,0.1,1.38,0.24,10.8,0.71,4,1,Tr,10,1.1,"-2,700",510,32,3.1,18,0.1,300,11
19-007,UK,Bacon rashers back fat trimmed raw,1,69.5,568,136,6.7,2.5,Tr,0.4,0.1,-31,0,0,M,0,,18.8,-,0,Tr,Tr,-,-0.5,-0.05,-0.68,-0.12,-5.4,-0.35,-2,-1,Tr,-6,-0.5,"-1,350",-250,-16,-1.5,-9,-0.05,-150,-6
19-005,UK,Bacon rashers back microwaved,1,45.5,1274,307,23.3,8.8,0.1,0.2,0.6,84,0,0,M,0,,24.2,-,0,Tr,Tr,-,0.6,0.07,1.1,0.16,7.9,0.55,2,1,Tr,8,0.7,2330,360,23,2,12,0.06,200,7
19-006,UK,Bacon rashers back dry-cured grilled,1,50.7,1071,257,15.9,6,Tr,0.1,0.3,57,0,0,M,0,,28.4,-,0,Tr,Tr,-,0.8,0.08,1.09,0.19,8.5,0.56,3,1,Tr,9,0.8,"-2,140",400,26,2.4,14,0.08,240,9
19-009,UK,Bacon rashers back reduced salt grilled,1,51.6,1172,282,20.6,7.8,0.1,0.1,0.3,74,0,0,M,0,,24.1,-,0,Tr,Tr,-,0.6,0.07,0.92,0.16,7.2,0.47,2,1,Tr,7,0.7,1130,340,22,2.1,12,0.09,200,7
19-008,UK,Bacon rashers back fat trimmed grilled,1,56.2,892,214,12.3,4.6,0.1,4.7,12.3,44,0,0,M,0,,25.7,-,0,Tr,Tr,-,0.7,0.07,0.98,0.17,7.7,0.5,3,1,Tr,8,0.7,"-1,930",360,23,2.2,13,0.07,210,8
50-339,UK,Bacon fat only cooked average,1,13.8,2852,692,72.8,28.5,N,0.8,2,270,0,0,M,0,,9.3,-,0,Tr,Tr,-,Tr,0.36,N,N,N,N,Tr,Tr,0,7,0.8,990,130,10,0.8,-2,0.09,90,-11
18-067,UK,Beef sirloin steak fried lean and fat,0.99,56.6,974,233,14,6,0.6,0.2,0.6,89,0,0,M,0,,26.8,-,0,Tr,7,-,0.5,N,0.11,0.25,5.5,0.54,19,2,0,6,2.1,64,370,25,4.6,9,0.03,220,12
18-068,UK,Beef sirloin steak grilled rare lean,1,67.2,697,166,6.7,3,0.2,0.6,1.5,64,0,0,M,0,,26.4,-,0,Tr,8,-,0.6,0.06,0.11,0.24,5.8,0.55,15,2,0,6,2.1,63,370,25,4.8,9,0.04,220,10
18-069,UK,Beef sirloin steak grilled rare lean and fat,1,61.7,900,216,12.8,5.8,0.4,0.1,0.3,74,0,0,M,0,,25.1,-,0,Tr,7,-,0.5,0.07,0.1,0.24,5.2,0.5,18,2,0,6,2,60,340,23,4.3,8,0.03,210,11
18-070,UK,Beef sirloin steak grilled medium-rare lean,1,63.9,737,176,7.7,3.4,0.17,0.8,0.1,67,0,0,M,0,,26.6,-,0,Tr,12,-,0.5,0.02,0.07,0.16,6.9,0.58,14,2,0,7,1.4,65,370,24,4.3,10,Tr,220,13
18-073,UK,Beef sirloin steak grilled well-done lean and fat,0.99,52.7,1073,257,14.4,6.5,0.5,0.2,0.6,87,0,0,M,0,,31.8,-,0,Tr,7,-,0.7,0.08,0.14,0.3,6.7,0.65,21,3,0,7,2.5,76,440,30,5.5,10,0.04,260,14
18-071,UK,Beef sirloin steak grilled medium-rare lean and fat,0.99,58.9,888,213,12.6,5.6,0.4,0.1,0.3,70,0,0,M,0,,24.8,-,0,Tr,10,-,0.4,0.03,0.07,0.16,6.1,0.53,15,2,0,7,1.3,60,340,22,3.9,9,Tr,200,13
18-066,UK,Beef sirloin steak fried lean,1,61.8,793,189,8.2,3.4,0.3,0.3,0.9,82,0,0,M,0,,28.8,-,0,Tr,8,-,0.7,N,0.12,0.26,6.3,0.6,17,2,0,6,2.3,69,400,27,5.2,10,0.04,240,11
18-058,UK,Beef silverside salted raw lean,1,72,585,140,7,2.5,0.2,0.7,0.8,49,0,0,M,0,,19.2,-,0,Tr,Tr,-,0.4,0.12,0.08,0.21,4.5,0.46,13,2,0,4,1.5,640,120,19,3.1,6,0.03,180,9
18-072,UK,Beef sirloin steak grilled well-done lean,1,55.7,943,225,9.9,4.4,0.3,0.3,0.9,83,0,0,M,0,,33.9,-,0,Tr,8,-,0.8,0.08,0.15,0.31,7.4,0.71,20,3,0,7,2.7,81,470,32,6.1,11,0.04,290,13
18-054,UK,Beef silverside raw lean,1,72.2,564,134,4.3,1.6,0.1,0.3,0.9,61,0,0,M,0,,23.8,-,0,Tr,Tr,-,0.5,0.15,0.1,0.27,5.6,0.57,16,2,0,6,2,62,350,23,3.8,8,0.02,200,6
18-065,UK,Beef sirloin steak raw lean and fat,1,64.5,837,201,12.7,5.6,0.4,0.2,0.6,57,0,0,M,0,,21.6,-,0,Tr,Tr,-,0.4,0.14,0.09,0.24,4.7,0.49,17,2,0,5,1.5,62,320,20,3.5,7,0.02,180,11
18-064,UK,Beef sirloin steak raw lean,1,71.5,566,135,4.5,2,0.2,0.4,0.5,51,0,0,M,0,,23.5,-,0,Tr,Tr,-,0.5,0.15,0.1,0.26,5.5,0.56,16,2,0,5,1.6,70,360,22,4,8,0.02,200,11
18-063,UK,Beef sirloin joint roasted lean and fat,1,54.5,973,233,12.6,5.6,0.4,0.7,1.8,85,0,0,M,0,,29.8,-,0,Tr,7,-,0.6,0.03,0.12,0.27,4.2,0.52,11,3,0,7,1.9,53,330,22,5,10,Tr,200,15
18-062,UK,Beef sirloin joint roasted lean,1,59.2,791,188,6.5,2.9,0.2,0.1,0.1,79,0,0,20.6,0,,32.4,-,0,Tr,8,-,0.7,0.02,0.13,0.28,4.7,0.58,7,3,0,7,2,55,350,24,5.7,11,Tr,220,15
18-061,UK,Beef silverside salted boiled lean and fat,1,56.5,937,224,12.5,4.7,0.4,0,0,73,0,0,7.3,0,,27.9,-,0,Tr,7,-,0.6,0.09,0.05,0.25,2.4,0.36,12,2,0,12,1.8,940,170,16,4.8,9,Tr,130,11
18-059,UK,Beef silverside salted raw lean and fat,1,63.1,943,227,18,6.8,0.6,4.9,2.5,45,0,0,6.5,0,,16.3,-,0,Tr,Tr,-,0.3,0.1,0.07,0.18,3.7,0.38,12,2,0,6,1.3,550,98,17,2.6,5,0.03,150,8
18-057,UK,Beef silverside pot-roasted lean and fat,1,54,1034,247,13.7,5.6,0.4,4.8,2.5,92,0,0,7,0,,31,-,0,Tr,7,-,0.6,0.05,0.15,0.24,4.5,0.31,9,2,0,5,2.5,54,290,21,4.6,10,0.07,200,16
18-056,UK,Beef silverside pot-roasted lean,1,58.9,811,193,6.3,2.5,0.2,M,M,93,0,0,M,0,,34,-,0,Tr,8,-,0.8,0.05,0.17,0.26,5,0.33,7,2,0,5,2.8,58,320,23,5.2,11,0.08,220,16
18-055,UK,Beef silverside raw lean and fat,0.99,62.5,894,215,14.8,5.9,0.5,2.7,0.2,57,0,0,23,0,,20.4,-,0,Tr,Tr,-,0.4,0.13,0.09,0.23,4.6,0.48,15,2,0,5,1.7,53,300,19,3.2,7,0.02,170,6
18-074,UK,Beef sirloin steak from steakhouse lean,1,62.5,724,172,5.1,2.2,0.1,0.9,0.1,77,0,0,14.3,0,,31.5,-,0,Tr,8,-,0.7,N,0.13,0.28,6.9,0.66,18,3,0,7,2.5,76,440,30,5.7,10,0.04,270,12
18-468,UK,Beef average trimmed lean raw,1,71.9,542,129,4.3,1.74,0.14,2.3,0.2,58,0,0,14.1,0,,22.5,-,0,Tr,Tr,-,0.5,0.13,0.1,0.21,5,0.53,19,2,0,5,2.7,63,350,22,4.1,7,0.03,200,10
18-060,UK,Beef silverside salted boiled lean,1,60.4,772,184,6.9,2.5,0.2,2.3,0.2,74,0,0,14,0,,30.4,-,0,Tr,8,-,0.7,0.1,0.05,0.27,2.6,0.39,12,2,0,10,2,1020,190,17,5.3,10,Tr,150,11
18-087,UK,Beef topside microwaved lean and fat,1,56.8,956,228,11.1,4.7,0.4,1.8,0.5,82,0,0,6.8,0,,32.1,-,0,Tr,7,-,0.7,0.05,0.05,0.28,4,0.39,61,3,0,7,2.6,55,270,21,5.7,11,0.04,200,12
18-474,UK,Beef rump steak lean only grilled,1,62.9,745,177,5.9,2.5,0.2,2.4,0.2,76,0,0,12.3,0,0,31,-,0,Tr,8,-,0.4,0.07,0.13,0.28,6.8,0.65,-5,3,0,7,3.6,74,430,29,5.6,10,0.04,260,12
18-473,UK,Beef rump steak lean only fried,1,61.7,770,183,6.6,2.41,0.2,2.4,0.2,86,0,0,12.4,0,0,30.9,-,0,Tr,8,-,0.7,0.18,0.14,0.29,5.9,0.63,5,2,0,5,3,78,390,25,5.2,10,0.02,240,9
18-472,UK,Beef rump steak lean and fat fried,1,57.2,953,228,12.7,4.9,0.4,0.9,0,84,0,0,14.6,0,,28.4,-,0,Tr,7,-,0.6,N,0.13,0.27,5.3,0.57,5,2,0,5,2.7,71,360,23,4.7,9,0.02,220,9
18-471,UK,Beef rump steak lean and fat raw,1,68.2,726,174,10.1,4.3,0.3,2.3,0.2,60,0,0,19.8,0,,20.7,-,0,Tr,Tr,-,0.4,0.04,0.09,0.23,4.9,0.61,5,2,0,4,2.7,56,350,22,3.5,7,0.04,200,11
18-470,UK,Beef mince stewed,1,64.4,870,209,13.5,5.72,0.68,4.3,1.9,79,0,0,16.5,0,0,21.8,-,0,9,25,-,0.8,0.34,0.03,0.19,4.6,0.28,17,2,0,20,2.7,73,210,15,5,7,0.1,150,14
18-469,UK,Beef mince raw,1,62,934,225,16.2,6.94,0.81,3.6,0.3,60,0,0,27.9,0,0,19.7,-,0,Tr,Tr,-,0.7,0.17,0.06,0.13,5.8,0.37,14,2,0,9,1.4,80,260,17,3.9,7,Tr,160,9
18-081,UK,Beef stewing steak stewed lean and fat,1,59.4,852,203,9.6,3.7,0.27,1.7,0.1,91,0,0,13.5,0,,29.2,-,0,Tr,7,-,0.6,0.17,0.03,0.15,2.4,0.23,11,2,0,15,2.3,51,250,19,7.5,10,0.04,180,12
18-091,UK,Beef topside roasted well-done lean and fat,1,53,1020,244,12.5,5.2,0.5,2.8,0.3,83,0,0,26.9,0,,32.8,-,0,Tr,7,-,0.7,0.08,0.08,0.27,5.2,0.51,20,3,0,7,2.6,57,370,24,5.8,11,0.04,210,12
18-053,UK,Beef rump steak strips stir-fried lean and fat,1,53.8,1038,248,14.4,5.6,0.4,1.6,0.2,91,0,0,24,0,,29.7,-,0,Tr,7,-,0.6,N,0.19,0.28,6.1,0.66,7,2,0,7,2.4,71,410,27,5.2,10,0.04,250,12
18-090,UK,Beef topside roasted well-done lean,1,56.9,849,202,6.3,2.6,0.2,4.5,0.4,88,0,0,25.5,0,,36.2,-,0,Tr,8,-,0.8,0.08,0.09,0.29,5.8,0.56,21,3,0,8,2.9,62,410,27,6.5,12,0.04,230,13
18-088,UK,Beef topside roasted medium-rare lean,1,62.2,736,175,5.1,2.1,0.2,6.1,0.6,68,0,0,38.5,0,,32.2,-,0,Tr,Tr,-,0.4,0.04,0.06,0.32,5.4,0.54,14,2,0,5,2.5,66,390,25,5.6,10,0.07,230,9
18-075,UK,Beef sirloin steak from steakhouse lean and fat,1,58.3,899,215,10.7,4.6,0.3,2.4,0.5,83,0,0,34.8,0,,29.6,-,0,Tr,7,-,0.6,N,0.12,0.27,6.2,0.6,20,2,0,7,2.3,71,410,28,5.1,9,0.04,250,13
18-086,UK,Beef topside microwaved lean,1,60.6,765,181,4.6,1.9,0.2,1.7,0.3,85,0,0,35.8,0,,35,-,0,Tr,8,-,0.8,0.05,0.05,0.3,4.4,0.42,67,3,0,8,2.8,60,290,23,6.3,12,0.04,220,13
18-085,UK,Beef topside raw lean and fat,1,65.8,824,198,12.9,5.4,0.4,5.6,0.6,48,0,0,25.8,0,,20.4,-,0,Tr,Tr,-,0.4,0.13,0.08,0.17,4.6,0.48,22,2,0,5,1.7,67,340,22,3.5,7,0.07,190,9
18-084,UK,Beef topside raw lean,1,72.8,491,116,2.7,1.1,0.1,4.1,0.6,50,0,0,35.8,0,,23,-,0,Tr,Tr,-,0.5,0.15,0.09,0.19,5.3,0.55,24,2,0,6,1.9,77,390,25,4,8,0.08,220,10
18-082,UK,Beef stewing steak frozen stewed lean,1,61.4,819,195,8.5,3.1,0.2,1.4,0.4,85,0,0,11.8,0,,29.7,-,0,Tr,8,-,0.7,0.08,0.03,0.21,3.4,0.15,12,2,0,19,3,47,220,21,7.7,10,0.12,170,8
18-080,UK,Beef stewing steak stewed lean,1,61.6,777,185,6.3,2.3,0.2,3.8,0.4,91,0,0,64.3,0,,32,-,0,Tr,8,-,0.7,0.19,0.02,0.15,2.6,0.23,8,3,0,17,2.6,54,270,21,8.6,11,0.04,200,12
18-079,UK,Beef stewing steak pressure cooked lean and fat,1,56.3,911,217,9,3.4,0.3,11.3,1,105,0,0,46.2,0,,34,-,0,Tr,7,-,0.7,0.08,0.04,0.2,3.2,0.29,N,3,0,18,2.7,60,290,23,8.7,11,0.04,220,14
18-078,UK,Beef stewing steak pressure cooked lean,1,58.2,837,199,6.5,2.4,0.2,5.9,12.7,100,0,0,46.3,0,,35.1,-,0,Tr,8,-,0.8,0.07,0.03,0.19,3.3,0.28,N,3,0,19,2.8,60,290,23,9.5,12,0.04,220,13
18-077,UK,Beef stewing steak raw lean and fat,1,70.1,613,146,6.4,2.6,0.2,0.8,0.1,69,0,0,14.8,0,,22.1,-,0,Tr,Tr,-,0.7,0.2,0.07,0.26,4,0.42,6,2,0,5,2,66,340,20,5.3,7,0.04,180,13
18-076,UK,Beef stewing steak raw lean,1,73.4,514,122,3.5,1.4,0.1,0,0,67,0,0,79.9,0,,22.6,-,0,Tr,Tr,-,0.8,0.2,0.07,0.27,4.2,0.45,5,2,0,5,2.1,69,360,21,5.7,7,0.04,190,12
18-089,UK,Beef topside roasted medium-rare lean and fat,1,57.6,930,222,11.4,4.8,0.44,0,0,71,0,0,43.5,0,,29.9,-,0,Tr,Tr,-,0.4,0.05,0.06,0.3,4.9,0.5,15,2,0,5,2.3,62,360,23,5.1,9,0.06,210,10
18-010,UK,Beef braising steak slow cooked lean,1,60,826,197,7.9,3.4,0.3,0,0,90,0,0,18.1,0,,31.4,-,0,Tr,8,-,0.7,0.04,0.04,0.2,3.5,0.28,49,3,0,7,2.5,53,260,20,8.5,10,Tr,200,12
18-021,UK,Beef fillet steak grilled lean and fat,1,61.6,839,200,9.5,4.4,0.3,0.2,0.1,72,0,0,22,0,,28.7,-,0,Tr,8,-,0.6,0.06,0.12,0.26,6.3,0.6,17,2,0,6,2.3,67,390,27,5.1,10,N,240,11
18-020,UK,Beef fillet steak grilled lean,1,62.6,791,188,8,3.6,0.2,M,M,71,0,0,M,0,,29.1,-,0,Tr,8,-,0.7,0.06,0.12,0.26,6.4,0.61,17,2,0,6,2.3,70,400,27,5.2,10,N,250,11
18-019,UK,Beef fillet steak fried lean and fat,1,61.9,805,192,8.9,3.9,0.4,M,M,83,0,0,M,0,,28,-,0,Tr,8,-,0.6,N,0.12,0.25,6.1,0.58,17,2,0,6,2.3,67,390,27,5,9,Tr,230,10
18-018,UK,Beef fillet steak fried lean,1,62.6,772,184,7.9,3.4,0.3,M,M,81,0,0,M,0,,28.2,-,0,Tr,8,-,0.6,N,0.12,0.25,6.2,0.59,16,2,0,6,2.3,68,390,27,5.1,9,Tr,240,10
18-017,UK,Beef fillet steak raw lean and fat,1,70.7,648,155,7.9,3.8,0.3,M,M,65,0,0,M,0,,20.9,-,0,Tr,Tr,-,0.4,0.12,0.13,0.28,4.6,0.46,11,2,0,4,2,43,330,22,2.7,7,Tr,200,7
18-016,UK,Beef fillet steak raw lean,1,72.3,586,140,6.1,2.8,0.2,M,M,61,0,0,M,0,,21.2,-,0,Tr,Tr,-,0.5,0.12,0.14,0.28,4.7,0.47,10,2,0,4,2.1,44,340,23,2.8,7,Tr,210,7
18-015,UK,Beef brisket boiled lean and fat,0.98,51.7,1116,268,17.4,7.2,0.8,M,M,76,0,0,M,0,,27.8,-,0,Tr,7,-,0.6,0.02,0.04,0.2,3.7,0.19,15,2,0,8,1.9,46,230,19,5.6,9,Tr,170,10
18-014,UK,Beef brisket boiled lean,1,57.2,941,225,11,4.6,0.5,0,0,77,0,0,70,0,,31.4,-,0,Tr,8,-,0.7,0.01,0.04,0.22,4.3,0.19,14,3,0,9,2.2,50,250,21,6.6,10,Tr,200,10
18-013,UK,Beef brisket raw lean and fat,0.99,61.8,905,218,16,6.7,0.7,0.4,0.1,53,0,0,59.6,0,,18.4,-,0,Tr,Tr,-,0.4,0.12,0.08,0.21,4,0.43,14,2,0,4,1.5,50,280,18,2.9,6,0.03,160,9
18-022,UK,Beef fillet steak from steakhouse lean,1,64,747,178,7,3.2,0.2,13.1,3,79,0,0,0.7,0,,28.7,-,0,Tr,8,-,0.7,0.08,0.14,0.31,5.7,0.81,8,2,0,5,3.6,61,410,32,4.5,9,0.1,250,11
18-011,UK,Beef braising steak slow cooked lean and fat,1,57.1,907,217,11.2,4.8,0.4,8.4,2.2,87,0,0,0,0,,29,-,0,Tr,7,-,0.5,0.04,0.04,0.19,3.2,0.27,45,2,0,7,2.3,50,250,19,7.6,9,Tr,190,12
18-008,UK,Beef braising steak braised lean,1,55.5,944,225,9.7,4.1,0.4,8,2.1,100,0,0,1.5,0,,34.4,-,0,Tr,8,-,0.8,0.02,0.05,0.26,5.2,0.34,54,3,0,8,2.7,62,340,23,9.5,11,Tr,220,15
18-009,UK,Beef braising steak braised lean and fat,1,53.1,1029,246,12.7,5.3,0.51,8.3,1.3,100,0,0,1.4,0,,32.9,-,0,Tr,7,-,0.7,0.03,0.05,0.26,4.9,0.33,52,3,0,8,2.6,60,330,22,8.7,10,Tr,210,15
18-007,UK,Beef braising steak raw lean and fat,0.99,69.4,670,160,8.6,3.8,0.4,1.1,1.9,62,0,0,M,0,,20.7,-,0,Tr,Tr,-,0.5,0.09,0.07,0.27,3.9,0.42,53,2,0,5,1.4,60,300,19,5.6,7,Tr,180,16
18-005,UK,Beef average fat cooked,1,33.6,2199,533,52.3,24.3,2.4,1.7,2.9,97,0,0,7.1,0,,15.5,-,0,Tr,Tr,-,Tr,0.08,0.05,0.18,1.6,0.23,26,2,0,6,1,35,200,12,1.5,3,0.01,110,14
18-004,UK,Beef average extra trimmed fat raw,1,20.9,2786,677,72.2,33.4,N,23.9,3.7,N,0,0,0.2,0,,6.8,-,0,N,N,-,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N
18-003,UK,Beef average trimmed fat raw,1,35,2305,558,53.6,24.9,2.4,17.8,1.4,72,0,0,2.5,0,,18.9,-,0,Tr,Tr,-,Tr,0.06,0.04,0.13,1.2,0.17,18,1,0,5,0.7,26,140,9,1.1,2,0.02,79,10
18-002,UK,Beef average extra trimmed lean raw,1,72.5,556,132,5.1,2,N,8.4,3.3,N,0,0,1.1,0,,21.6,-,0,N,N,-,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N
50-377,UK,Beef salted dried raw,1,29.4,1046,250,1.5,N,,8.4,2.5,N,0,0,1,0,,55.4,-,0,Tr,Tr,-,Tr,N,0.02,0.18,6.3,N,N,N,0,49,4.9,N,N,N,N,N,N,N,N
18-052,UK,Beef rump steak strips stir-fried lean,1,57.9,875,208,8.8,3.3,0.3,3.3,8.2,92,0,0,M,0,,32.3,-,0,Tr,8,-,0.7,0.06,0.21,0.3,6.8,0.73,5,3,0,7,2.6,78,450,30,5.8,11,0.04,270,12
18-083,UK,Beef stewing steak frozen stewed lean and fat,0.99,58.9,887,212,11.6,4.3,0.3,12,11,82,0,0,0.7,0,,26.9,-,0,Tr,7,-,0.6,0.08,0.03,0.19,3.1,0.15,13,2,0,17,2.7,44,210,19,6.7,9,0.1,150,8
18-012,UK,Beef brisket raw lean,1,71,584,139,6.1,2.5,0.3,22,25.8,54,0,0,0.4,0,,21.1,-,0,Tr,Tr,-,0.5,0.14,0.09,0.24,4.9,0.51,14,2,0,4,1.7,59,330,21,3.4,7,0.03,190,10
18-041,UK,Beef mince extra lean stewed,1,66.6,742,177,8.7,3.8,0.4,3.6,8.3,75,0,0,1,0,,24.7,-,0,Tr,8,-,0.6,0.3,0.03,0.13,4.8,0.16,20,3,0,14,2.3,75,280,18,5.6,8,0.08,170,10
18-050,UK,Beef rump steak from steakhouse lean,1,63,681,162,4.7,2,0.1,0.8,2,73,0,0,0.3,0,,29.8,-,0,Tr,8,-,0.7,N,0.13,0.27,6.5,0.63,17,2,0,7,2.4,72,410,28,5.4,10,0.04,250,11
18-051,UK,Beef rump steak from steakhouse lean and fat,1,57.9,889,213,11.4,4.9,0.4,4.2,2.6,74,0,0,2.4,0,,27.5,-,0,Tr,7,-,0.6,N,0.12,0.25,5.7,0.57,18,2,0,7,2.2,66,370,25,4.8,9,0.04,230,11
18-006,UK,Beef braising steak raw lean,1,72.1,582,139,5.7,2.4,0.2,1.4,0.9,63,0,0,3.5,0,,21.8,-,0,Tr,Tr,-,0.5,0.09,0.07,0.28,4.2,0.45,50,2,0,5,1.5,64,320,20,6,7,Tr,190,17
18-023,UK,Beef fillet steak from steakhouse lean and fat,1,63.5,773,184,7.8,3.6,0.3,0.8,0.5,81,0,0,4.8,0,,28.5,-,0,Tr,8,-,0.6,0.08,0.14,0.31,5.6,0.8,9,2,0,5,3.5,61,410,32,4.4,9,0.1,250,11
18-046,UK,Beef rump steak barbecued lean and fat,1,59.3,849,203,9.4,4,0.3,0,0.2,76,0,0,2.7,0,,29.5,-,0,Tr,7,-,0.6,0.19,0.14,0.31,6.3,0.34,11,2,0,8,3,74,430,27,4.8,9,0.09,250,11
18-045,UK,Beef rump steak barbecued lean,1,62.4,741,176,5.7,2.4,0.2,4.2,4,76,0,0,3.3,0,,31.2,-,0,Tr,8,-,0.7,0.2,0.15,0.32,6.8,0.36,10,3,0,8,3.2,78,460,29,5.1,10,0.1,270,11
18-042,UK,Beef mince patties barbecued,1,54.5,1103,264,16.2,7.1,0.7,1.6,0.4,90,0,0,2.5,0,,29.6,-,0,Tr,8,-,0.7,0.09,0.06,0.26,8.7,0.42,18,3,0,20,3,98,320,23,6.2,10,0.06,220,15
18-040,UK,Beef mince extra lean raw,1,68.1,728,174,9.6,4.2,0.46,4.8,2.4,56,0,0,0.2,0,,21.9,-,0,Tr,Tr,-,0.5,0.18,0.07,0.15,6.4,0.42,16,2,0,10,1.5,90,290,19,4.4,7,0.06,180,11
18-039,UK,Beef mince frozen stewed,1,65.5,850,204,14.1,6.2,0.7,1,2.6,58,0,0,5.1,0,,19.3,-,0,Tr,8,-,0.4,0.31,0.05,0.19,3,0.13,30,2,0,17,2.4,62,210,17,3.7,6,0.12,140,10
18-037,UK,Beef mince microwaved,1,55.3,1096,263,17.5,7.6,0.8,4.4,1.1,80,0,0,6.4,0,,26.4,-,0,Tr,8,-,0.6,0.31,0.08,0.31,8,0.38,17,3,0,12,2,91,290,20,5.2,9,Tr,190,16
18-035,UK,Beef fore-rib/rib-roast roasted lean and fat weighed with bone,0.84,41.8,1048,252,17.1,7.7,0.7,0.9,0.2,70,0,0,1.5,0,,24.4,-,0,Tr,5,-,0.5,0.16,0.05,0.14,3.8,0.3,16,2,0,7,1.5,43,270,17,5.1,8,Tr,160,10
